ParticleID,Start Latitude,Start Longitude,End Latitude,End Longitude,Total Distance,Net Displacement,Straightness Index,Average Velocity,Max Velocity,Velocity Std Dev,Min Distance to Shore,Avg Distance to Shore,Shore Distance Std Dev,Final Distance to Shore,Total Time Steps,Direction Change Std Dev,Beached,Beaching Time Step,Beaching Distance,VelocityU at Beaching,VelocityV at Beaching,Time in Coastal Zone (steps),Mean Curvature,95% Curvature,Dominant Freq (1/h),Curvature Total Energy,High/Low Freq Ratio
15,53.1617,4.66219,60.5584,4.8313,17.576684692953656,7.398632919810249,0.42093449641139086,0.07573516961401969,0.28333974959048724,0.05389105323646621,0.0,134956.81541575005,76515.11227372706,0.0,7192,79.9301860898112,True,7192.0,0.0,0.0686,0.00368832,274,29.4485780143513,119.39083834641808,0.0022243848185736132,91221242767.73004,0.13639194888372383
16,53.2675,4.73766,60.6306,4.80214,17.25403078955255,7.3633823261053095,0.42676302227094054,0.0771917317455202,0.2911491067357068,0.054084690314735485,0.0,130828.09837369942,70168.09854550232,0.0,6919,79.83950211395566,True,6919.0,0.0,0.0664376,-0.0224455,92,30.06990407194464,120.7932322188716,0.0023121387283236996,92485550735.857,0.16543365541040608
17,53.3734,4.84688,60.6501,5.01048,17.269224503715453,7.278538854055811,0.4214745631739191,0.07062103422210145,0.2969356974514853,0.05492684287506736,0.0,108078.63668396053,73646.5719776525,0.0,7599,78.48053107459043,True,7599.0,0.0,0.00991084,-0.00410322,847,30.677419756489527,119.05406362704068,0.0022368421052631577,105186354748.30698,0.15590349782766497
18,53.4386,5.04824,60.6067,5.04383,16.833907046639855,7.1681013565727385,0.4258132908012898,0.06940599210534248,0.30114535436728884,0.05438987607289084,0.0,95320.82596540145,71945.8749536222,0.0,7534,77.02324322701854,True,7534.0,0.0,0.0199561,0.00606718,849,29.85923141961207,111.87241457871465,0.0022561380225613803,92743122470.47148,0.15369793980521074
19,53.4785,5.23303,60.5896,5.0041,16.12896737329993,7.114784055394795,0.44111838598996034,0.06945827871043893,0.31032836128204594,0.053924121019096896,0.0,87861.85829498757,70264.69803918153,0.0,7237,74.73320037852784,True,7237.0,0.0,0.00218295,0.00418869,722,30.225980943088757,114.65650741155943,0.002625034539928157,85660832982.02171,0.14825264381515602
20,53.5034,5.42622,60.4483,4.96201,15.144174508728973,6.960397038538826,0.45960887696631547,0.07048769030936869,0.31532018475511525,0.05356468475875433,0.0,84529.78414941765,67855.47482385152,0.0,6696,73.9113005428692,True,6696.0,0.0,0.0529528,0.0367909,714,29.57586798605372,110.47084273859664,0.0022398088696431234,98248019912.95578,0.3594965210065557
21,53.5185,5.61923,60.265,4.98701,14.37813224751079,6.77605817407141,0.4712752711844414,0.06769190253417977,0.31753028865290944,0.054432503779978596,0.0,76853.35992141897,66368.95280599527,0.0,6694,72.00218248605303,True,6694.0,0.0,0.0474788,0.047003,1480,29.095424880277196,106.08860933768669,0.0022404779686333084,79504029211.00714,0.2749943775500827
22,53.5583,5.91293,59.2879,5.37708,12.053869700002558,5.754602625942122,0.47740707085467343,0.07588254204988479,0.3201928517409469,0.055285781436178245,0.0,85850.39217466801,62195.86664782959,0.0,4969,73.51281610659484,True,4969.0,0.0,-0.0135082,0.0143996,594,31.61547432791845,118.53437461859352,0.0006036217303822937,74049900554.52527,0.6192534337648836
23,53.5684,6.08927,59.2729,5.51729,11.788013519508953,5.733103990893592,0.48635030672516677,0.06637935834572752,0.3184000942603504,0.057444695854489046,0.0,68657.93373455659,64089.37018433181,0.0,5547,71.41430201764365,True,5547.0,0.0,0.00275744,0.00288712,1326,29.949987448650127,113.98134143197453,0.0027036770007209804,84177949844.30927,0.6413483347290672
24,53.6036,6.25722,58.6982,5.54799,10.410017256957453,5.143729809476777,0.4941134757523102,0.07983691673915266,0.3227842464820735,0.05808748934191934,0.0,79457.0134771088,64231.15940913683,0.0,4043,75.14539847713512,True,4043.0,0.0,0.00503935,0.0325585,245,28.649673970770593,109.88815809190793,0.0051928783382789315,27750601328.56528,0.2609511576773264
25,53.6337,6.45037,58.4732,5.89349,9.402488335184168,4.871434653610783,0.5181005793308826,0.0836105802805423,0.33067836315368443,0.059213939118660415,0.0,76865.94884115284,65683.22730373309,0.0,3486,75.10730835473848,True,3486.0,0.0,-0.0020627,0.05398,304,29.181649468806814,112.4747949675845,0.005162030398623459,19245399354.522316,0.15690448884266614
26,53.6886,6.60998,58.3396,6.17881,8.28414193993387,4.670943006385324,0.563841498643203,0.07310466847253275,0.34396196572295606,0.0628871288793437,0.0,63549.528379084964,67044.39634277552,0.0,3518,72.15955049034406,True,3518.0,0.0,-0.00826373,0.0162881,494,29.750451781561054,109.31582004165136,0.005115089514066496,34760231202.925674,0.6545302784072283
27,53.7431,6.84523,58.223,6.56525,7.308560060408389,4.488640418924199,0.6141620759525347,0.06494548919570135,0.34950806370812104,0.06327266925707019,0.0,51410.42154005371,65175.41144254232,0.0,3537,71.37366316093733,True,3537.0,0.0,-0.0105344,0.0131742,1214,26.611263654918034,97.71724114990025,0.0025438100621820235,21917348898.46644,0.4352986592709256
28,53.7581,7.04676,58.069,6.68977,6.586651314111054,4.325656097067823,0.6567306952776838,0.08649113790565231,0.35237116898236726,0.06410410975785036,0.0,67462.36001258917,63941.45451645064,0.0,2382,70.63299031348237,True,2382.0,0.0,-0.0216927,0.0319641,320,28.628540881507007,105.76179475190534,0.002517834662190516,11134902835.751835,0.2826539335517478
29,53.8029,7.26502,58.0608,6.9595,6.292453379935434,4.268847020027772,0.678407413178415,0.08357593006726212,0.3532287392611196,0.06522086547647198,0.0,57311.44951749789,57372.88871796987,0.0,2365,70.83427006878937,True,2365.0,0.0,-0.0163928,0.0366321,614,28.61650849232146,108.64318700275132,0.02028740490278952,10356997483.028421,0.27514664746424794
30,53.8178,7.5001,58.0396,7.33415,5.967820844622414,4.225060312291413,0.7079737180948725,0.08389050133210756,0.35416921235194904,0.0657274874027813,0.0,49822.39453218086,49780.4492236004,0.0,2255,66.04746794374873,True,2255.0,0.0,-0.0120772,0.0319619,618,29.242932558183178,103.00084475635241,0.0022163120567375884,8989212586.982855,0.2842102878984925
31,53.8429,7.7184,58.044,7.68229,5.903031885983342,4.201255186500812,0.711711416717336,0.08152808359212892,0.3482615498414948,0.06519655673292968,0.0,40928.26057106655,41025.990302247126,0.0,2268,66.39932850261715,True,2268.0,0.0,-0.00268895,0.0283194,606,27.163830553117236,94.60047983509898,0.02247686205376818,8879114019.735664,0.35349948103617845
32,53.8529,7.91994,58.0647,7.9752,6.270703047648026,4.212162497767629,0.6717209323677827,0.06307468119336937,0.3208845121239104,0.06159770958469668,0.0,27933.527768853502,30299.701853763483,0.0,3139,77.32822841112079,True,3139.0,0.0,0.0108609,0.0182247,791,27.595525376956335,94.66827598279191,0.0025477707006369425,16054880458.860466,0.4903984584611256
33,51.0719,1.83061,54.9008,4.85116,17.325756079515195,4.876904501064172,0.2814829251134555,0.06105719092559227,0.30147441678492387,0.04555738227262528,11485.6,93477.82775114155,38286.34747128692,172046.0,8759,98.80035983524382,False,,,,,0,36.606692165117735,134.6979457667361,0.00011415525114155251,155713935047.3242,0.15713182745905638
34,51.0984,2.03202,55.4407,5.03285,18.18717811546705,5.278309386432365,0.29022146002647303,0.06409464536458762,0.30113932823178374,0.04730987278504556,10321.4,121581.05336757992,48520.025527832484,227538.0,8759,97.6987612492306,False,,,,,0,35.037850760330414,131.0303391160841,0.00011415525114155251,141286219213.66263,0.14308357975331756
35,51.1407,2.24183,55.8988,5.16744,18.803356778648038,5.585580496430071,0.2970523062548449,0.06626548126039648,0.2882047465604965,0.04810213152511947,10833.5,154055.5591780822,60227.64299864857,275330.0,8759,96.89869228791004,False,,,,,0,33.650482685917645,123.96233305292463,0.00011415525114155251,129289275855.37724,0.12821943648810075
36,51.1564,2.43485,56.1911,5.26333,19.219603991644558,5.774816291484951,0.3004648948019672,0.0677307262213407,0.3039531044371812,0.0487509354278555,10282.1,179292.2050456621,69252.34975773387,257411.0,8759,96.54550423896423,False,,,,,0,33.00142916994128,123.32540521083938,0.00228310502283105,126644853257.83679,0.135771217714502
37,51.2199,1.70501,54.7079,4.76408,16.906908225978032,4.639402252973976,0.2744086731272001,0.05958439538965413,0.2906308803711161,0.04470220098051483,14905.1,84505.79011415524,36139.55230282859,154072.0,8759,98.98001044692582,False,,,,,0,37.06767819825863,133.9227924223702,0.00011415525114155251,164828430449.26083,0.17607116635304607
38,51.2464,1.90645,55.4751,5.00889,18.159443523535675,5.244715210914695,0.2888147538286206,0.0639973570494897,0.2971288192592735,0.04725261912435091,21342.7,121398.04726027398,50910.340774589306,231731.0,8759,97.48817230315393,False,,,,,0,35.44432817062276,131.81326129351754,0.00011415525114155251,142990884868.1067,0.14435120576576374
39,51.3097,2.12475,56.0692,5.14223,18.967129634254935,5.635425964414759,0.2971153818781884,0.06684408439685119,0.2951948529649526,0.04823690432341205,29049.8,165459.59760273973,67606.68178530893,274995.0,8759,96.61978003217021,False,,,,,0,33.367515518870135,122.19285364345532,0.00011415525114155251,131041549900.29944,0.1391494997429176
40,51.394,2.41868,56.7629,5.30919,20.225405662532097,6.097551579945843,0.3014798161127447,0.07128032047677749,0.3167904162691795,0.05058983261806998,36084.8,225155.7517579909,84829.14894913246,195977.0,8759,95.58124706448875,False,,,,,0,31.394411983691455,118.77931426734776,0.00228310502283105,133577185530.05988,0.12881586215105018
41,51.541,2.71265,57.1304,5.52299,21.43213602741375,6.256149236998751,0.2919050732505868,0.07552897642970995,0.3266782715692766,0.05266857573330021,40424.7,251477.62828767125,87784.1099062632,149860.0,8759,94.63412943844115,False,,,,,0,28.91654877862216,108.10948664337766,0.023059360730593607,114542423159.32784,0.11821469416825386
42,51.6875,2.97302,57.2619,5.76848,22.205039015836206,6.236067027510205,0.28084017429839964,0.07824649117581206,0.336062654798417,0.05381096434435541,43258.4,251140.5642579909,81655.58779922352,127530.0,8759,93.54900943284528,False,,,,,0,27.944660820285552,105.13803758946936,0.020662100456621004,117110981542.4716,0.1387829319862422
43,51.8283,3.1578,57.3402,5.96185,22.741828876601247,6.184152166020824,0.27192853308221016,0.08014009085132716,0.3374718713413608,0.05464351613908346,43722.3,246778.17039954336,74809.33412872179,108390.0,8759,92.11071300765438,False,,,,,0,27.836279909987883,107.37503888760335,0.00228310502283105,118736498047.55684,0.11699123538057088
44,51.948,3.35093,57.4081,6.14458,23.131995879532205,6.1332839761827405,0.2651428786397818,0.08151763308564725,0.33230897950876986,0.05518142328858505,43111.5,239700.1117694064,74104.78152179265,90688.5,8759,91.03984012876937,False,,,,,0,27.114057655028894,103.87563963403684,0.00228310502283105,115808583531.42758,0.12085018339434904
45,52.088,3.58606,57.5175,6.37077,23.447205910687657,6.101973454063855,0.2602430958002747,0.0826347780644533,0.3185336030311402,0.05512914760213515,39839.7,227261.65922374427,78566.34089505501,67947.4,8759,89.59105430138462,False,,,,,0,26.77244751411675,102.24178661392997,0.0005707762557077625,115091212894.50899,0.1444588863534994
46,52.2122,3.7624,57.7933,6.55727,23.419104068328284,6.241792653308822,0.26652568070484595,0.08254348286075,0.31824762932188516,0.05357839795817609,27589.6,211930.91003424657,91023.0766163915,31814.9,8759,87.91581295294935,False,,,,,0,26.702152525596343,101.38385148022527,0.0021689497716894978,116821930925.64714,0.13098274405229252
47,52.3822,3.93039,59.2143,5.17731,19.321825314043835,6.944954995995299,0.3594357615347781,0.07814163089308424,0.31402804887621105,0.05230902192460123,0.0,213956.44613884535,89957.55335854448,0.0,7655,84.57367164961666,True,7655.0,0.0,0.0600939,-0.0787925,102,27.570945974339043,104.16617323407345,0.003918495297805643,91416078689.63673,0.1611944219254466
48,52.4491,4.00598,59.3853,5.15224,19.222663363217112,7.030276127407799,0.365728515064169,0.07769507873493627,0.3087533777386087,0.05228717797898481,0.0,204781.81418580483,91385.77100267458,0.0,7653,84.06646474906306,True,7653.0,0.0,0.037319,-0.0375587,107,27.45287222930052,104.66887874024575,0.003919519205644107,87059541799.08505,0.19370800128326088
49,52.6642,4.11523,59.8139,5.13129,19.18443809378312,7.221536402566973,0.37642678754855863,0.06798829474284827,0.2883430930974418,0.05403621077037396,0.316801,161018.15351739738,101271.53742234674,1393.41,8759,82.52877469934889,False,,,,,1221,27.903550887514694,107.42868187166506,0.0038812785388127853,105727514789.64743,0.19786889987847003
50,52.8528,4.16561,60.0603,5.12386,18.742648259999587,7.270921489914462,0.3879345858200842,0.06629678740720688,0.2807153238994979,0.055347266882306234,552.523,148830.5784545662,96604.33521046114,2922.36,8759,80.02637282660639,False,,,,,1406,25.570745713502916,101.25655532606646,0.00045662100456621003,108093650646.28995,0.1501630492395018
51,53.0153,4.20756,60.2935,4.96558,18.383098677269025,7.317567188649516,0.39805950656718153,0.07731961760651475,0.27318901080570573,0.053108605120139325,0.0,164953.08971954862,79011.86554948025,0.0,7354,81.83916781347013,True,7354.0,0.0,0.0773698,0.0330593,67,28.715141894781766,107.73637994896706,0.017267165193745753,87097366988.08685,0.15444382619720867
52,53.1266,4.27471,60.4833,4.94088,18.20278582745974,7.3868002111130595,0.40580602777678854,0.07666182300197612,0.2723737189451288,0.05345569676421563,0.0,154896.7919015096,78953.37853765978,0.0,7352,81.10536246086865,True,7352.0,0.0,0.0737778,0.0126504,128,29.391971737499716,113.90025394934574,0.0172718618251054,99361802406.47174,0.2085570611346797
53,53.2628,4.34184,60.6394,4.80664,17.824718553702173,7.391229031764612,0.41466175241400727,0.07641364635808809,0.2798728144032571,0.05412316619838019,0.0,147526.82042125365,76425.1544552288,0.0,7226,80.37826473795049,True,7226.0,0.0,0.0357931,0.0256486,109,29.58334107025404,115.99380207783356,0.009685900096859,92892623289.78157,0.16108477215070421
54,53.3835,4.45095,60.7271,4.95512,17.742763403582813,7.360886383371233,0.41486696383973887,0.07039681063628114,0.2883143416550762,0.05551043142996592,0.0,126129.30315682196,79831.54387670748,0.0,7834,79.78863338187428,True,7834.0,0.0,0.002923,-0.00892863,974,29.217603061080542,106.64610594164036,0.002297383535417996,111932121697.13702,0.1997821260882924
55,53.4688,4.59364,60.7823,4.91893,17.477576586467357,7.320730553305453,0.4188641667274279,0.06849294107719042,0.2931878764018049,0.05598711593788498,0.0,113059.11092827747,77604.2690415976,0.0,7935,79.61759031587218,True,7935.0,0.0,0.0148786,-0.00843573,1168,29.56281018859861,111.29590773294375,0.0022681451612903223,116051748342.03827,0.16317539163145772
56,53.5639,4.88743,60.7258,4.97314,16.808059094430572,7.162412848621618,0.42612968031477927,0.06940380805594051,0.3035532348238114,0.054942887381880544,0.0,97800.74892553446,72925.10840671544,0.0,7530,76.95825476274085,True,7530.0,0.0,0.0292376,-0.000545461,842,29.630244897311737,107.92525707594858,0.0022573363431151244,115003222966.1542,0.30386487534560436
57,53.5939,5.13086,60.59,4.8098,15.80310243419227,7.003463052918897,0.4431701358693913,0.07338003530282454,0.3112654160680238,0.05394413539994788,0.0,94856.19515328642,68942.90151988526,0.0,6678,74.67861853708874,True,6678.0,0.0,0.0464505,0.0747704,179,30.074732023657152,113.07372886699991,0.0022458451864051506,140837669584.45044,0.6030690899205619
58,53.6238,5.55898,59.1489,5.21357,12.089299080355968,5.5358863859457905,0.4579162405652708,0.08255241213119617,0.32344423609642514,0.05488975441556394,0.0,106873.98474318783,58042.660098290144,0.0,4535,76.44245260345485,True,4535.0,0.0,-0.0257496,0.0815232,60,29.090571588759204,109.19913680088605,0.0026455026455026454,36544880308.42342,0.1835521129574451
59,53.6987,5.87802,59.1774,5.40218,11.733989841331734,5.499325176383004,0.46866626362775726,0.08131867713888637,0.3238274010410484,0.05626322192296029,0.0,89184.02518652815,61480.88945503497,0.0,4475,74.89337906559871,True,4475.0,0.0,0.0500582,0.0312765,250,29.82626839491507,115.09180918018436,0.002680965147453083,36161053811.222984,0.16910054645190362
60,53.7544,6.05579,59.2787,5.55624,11.449337175243475,5.546840604569419,0.48446827267548465,0.057303462060090515,0.3281827926095456,0.05825884717179039,0.0,54185.74144746618,64515.39004599791,0.0,6282,71.39360527124076,True,6282.0,0.0,-0.00265701,0.00169668,2251,27.76702331783056,113.33365176013604,0.0001591596371160274,51280170355.60021,0.16394921079337246
61,53.844,6.34977,58.4695,5.88282,8.5428657959427,4.649009846461928,0.5441979257908865,0.08455055221321231,0.33711935992019204,0.061747699289796065,0.0,76700.31663446035,71218.67076774772,0.0,3140,73.39993853689931,True,3140.0,0.0,0.0209103,0.0447009,163,28.804370803679614,108.01985933704577,0.005093919134033747,21256082995.055103,0.2579186009631478
62,53.8639,6.6101,58.319,6.31478,7.500371212563804,4.46487736812558,0.5952875186559439,0.0751609899331209,0.34537735015631815,0.06423018309711957,0.0,63491.334091662044,70537.22322580707,0.0,3116,71.37206232112713,True,3116.0,0.0,0.0102997,0.00973046,747,26.62885998630616,92.17943600667256,0.005133140840551813,15508201024.157957,0.25000288304299123
63,53.9185,6.97956,58.2189,6.58384,5.729340867297244,4.318568568217942,0.7537635948435341,0.05642112172841435,0.353583984457724,0.06935624082740549,0.0,47168.97113274577,62791.292766298226,0.0,3193,68.31005266671687,True,3193.0,0.0,-0.00201129,0.0113246,1687,20.190891041408655,69.86053806961112,0.00031308703819661864,13246031277.025408,0.32674704027073553
64,53.9631,7.27345,58.0626,6.96864,5.7417424755815025,4.110816145986105,0.7159527205318933,0.08097145688859621,0.35691393865328375,0.06781636442499822,0.0,54662.3840834798,55149.78477159387,0.0,2252,67.69729099927419,True,2252.0,0.0,-0.0185976,0.0317942,738,29.831821352846738,108.00473070257942,0.0022192632046160675,11235475968.744783,0.3914755809538634
65,53.978,7.58411,58.0232,7.37845,5.432662800780022,4.050424554981862,0.7455689232912268,0.08386293452403165,0.3582538601187711,0.06773163366387008,0.0,45184.250916129036,43859.728556555296,0.0,2076,62.06357810474704,True,2076.0,0.0,-0.00612015,0.0367494,790,30.30402256225296,111.36373420012136,0.00048146364949446316,8696279273.38074,0.3855000775585017
66,54.0077,7.82768,58.0772,7.81587,5.926258895776165,4.06951713672519,0.686692432493232,0.061263047449637696,0.3471943367510478,0.06290926406109514,0.0,25244.46283662017,32807.933166993214,0.0,3153,76.59452527226517,True,3153.0,0.0,0.00429091,0.0188149,1536,30.285087237672336,106.97687981181379,0.007609384908053266,13986391094.026289,0.29634834689841616
67,51.4776,1.63789,54.6579,4.71913,16.587533261822948,4.428131437480144,0.26695539159349957,0.05845874022369157,0.28652744117660006,0.044329621094625814,8498.14,79620.0474783105,37365.328117397425,150480.0,8759,99.002151696074,False,,,,,0,37.52475004210762,134.5584927741648,0.00011415525114155251,160998706611.3264,0.17167035712115797
68,51.5879,2.01591,56.2694,5.08962,19.080947798844317,5.600369221229972,0.2935058195363425,0.06724865907435316,0.31240570928361727,0.0483162645559293,14554.9,176871.50170091324,79003.94559931794,255785.0,8759,96.29143470259439,False,,,,,0,32.78479167516844,121.09308060277499,0.00228310502283105,127874813670.12926,0.12825161536238083
69,51.6351,2.16708,56.8115,5.17974,20.156229239257357,5.989260157615464,0.2971418952683103,0.0710384585895591,0.31529946177245527,0.0503499207736613,23847.4,224738.3174200913,89381.32777404654,196017.0,8759,95.22487659509902,False,,,,,0,31.03234842764465,117.09759563500346,0.00228310502283105,130222044795.56514,0.1422321684470735
70,51.7814,2.56173,57.2389,5.51833,21.873461708793826,6.206914677196718,0.28376462582058243,0.07708173174055644,0.33507873770569213,0.053200398881909056,71662.6,264092.6101141552,89358.73901634797,138469.0,8759,94.19817788635115,False,,,,,0,27.980114239348044,106.43989305750438,0.020662100456621004,112318496132.66043,0.13857319892266787
71,51.9427,2.80525,57.3444,5.76586,22.61276816001188,6.159835587262048,0.2724051979693057,0.07968679062745773,0.33917251441325547,0.05431670657606286,76942.4,260875.95575342467,79261.97203327992,118926.0,8759,92.4453067149999,False,,,,,0,27.852881719607254,107.0563875934354,0.0005707762557077625,117097716959.88763,0.11505165627404947
72,52.0879,3.01515,57.432,5.98253,23.120645823717823,6.112671173423289,0.264381506469544,0.08147890652886164,0.332000419195895,0.05509964767080918,76157.9,254479.99941780823,77301.67285956284,99032.1,8759,91.32087131581383,False,,,,,0,27.05211456936299,105.65630705423243,0.00228310502283105,118118914078.37218,0.1311463443887636
73,52.2635,3.17469,57.5593,6.20106,23.463153856341645,6.099542033374309,0.25996258093520186,0.08269301119675629,0.31640843521309603,0.05507866387882824,63914.7,245742.0571347032,82879.61193212713,73109.8,8759,89.74662724242592,False,,,,,0,27.08045160616512,105.07397979132107,0.0021689497716894978,116856392276.47041,0.13341048830839436
74,52.4129,3.35943,57.8911,6.45399,23.431103786738372,6.291818245435894,0.2685241934268996,0.0825841191724112,0.31763947203079157,0.05346889807946976,26971.0,228354.839086758,97637.85671019381,26971.0,8759,87.89462298483072,False,,,,,0,27.343965825290983,102.20214011184412,0.027968036529680364,139040122480.25516,0.18896936746120832
75,52.5207,3.4854,58.7829,5.54383,20.071498381696088,6.591834562919491,0.32841766157980606,0.07771368825450496,0.3180577087762534,0.051814806780335954,0.0,228437.6495450625,98427.71368481558,0.0,7997,85.62708588703525,True,7997.0,0.0,0.0132178,-0.00952884,131,27.74283659691312,104.48564076517575,0.0172543135783946,108590340961.45143,0.24195223696393534
76,52.6896,3.65336,59.6274,5.23827,19.648634711376953,7.11653065391417,0.36218957492214743,0.07044475930192434,0.3020384346420171,0.053146768061484134,0.0,191958.4231552547,107007.3393813762,0.0,8656,82.47942476269314,True,8656.0,0.0,-0.012027,0.0215806,759,28.17320390785922,105.61821628683859,0.003927457548804436,101791267035.77553,0.17801631212134778
77,52.8374,3.73735,59.8354,5.11493,19.161661106426426,7.132301918483258,0.37221730824219784,0.07049519463508065,0.2944972220751836,0.05406795609615558,0.0,184735.231071146,99471.39852405297,0.0,8411,82.96677528313114,True,8411.0,0.0,0.00308481,0.00330328,866,26.88006615544409,101.45159659654746,0.0039229671897289585,93792964885.7625,0.16146657850777021
78,53.0202,3.8549,60.1648,5.06876,18.82221763714528,7.2469831833391165,0.3850228130949531,0.07668613811394358,0.2852489927414293,0.05275334278989467,0.0,186062.95159593047,82558.48460525341,0.0,7592,82.26527829906324,True,7592.0,0.0,0.0181638,-0.000220651,116,28.735035673229383,110.72519462350101,0.017252732780192286,86481309112.93239,0.14186842378876763
