Step,Latitude,Longitude,VelocityU,VelocityV,DistanceToShore
1098,58.585,5.63902,0.0183825,0.0210292,101.876
1099,58.585,5.63902,0.0137592,0.025884,101.876
1100,58.585,5.63902,0.0138734,0.0275043,101.876
1101,58.585,5.63902,0.0149351,0.0284776,101.876
1102,58.585,5.63902,0.0159969,0.0294509,101.876
1103,58.585,5.63902,0.0167651,0.0317185,101.876
1104,58.585,5.63902,0.0174747,0.034245,101.876
1105,58.585,5.63902,0.0181842,0.0367715,101.876
1106,58.585,5.63902,0.017245,0.0348976,101.876
1107,58.585,5.63902,0.0159759,0.0321436,101.876
1108,58.585,5.63902,0.0147068,0.0293897,101.876
1109,58.585,5.63902,0.013512,0.0266746,101.876
1110,58.585,5.63902,0.012332,0.0239672,101.876
1111,58.585,5.63902,0.011152,0.0212599,101.876
1112,58.585,5.63902,0.0120236,0.0176997,101.876
1113,58.585,5.63902,0.0133055,0.013969,101.876
1114,58.585,5.63902,0.0145874,0.0102382,101.876
1115,58.585,5.63902,0.0142621,0.00778058,101.876
1116,58.585,5.63902,0.0136154,0.00557755,101.876
1117,58.585,5.63902,0.0129687,0.00337448,101.876
1118,58.585,5.63902,0.0122694,0.00132733,101.876
1119,58.585,5.63902,0.0115596,-0.000688599,101.876
1120,58.585,5.63902,0.0108498,-0.00270446,101.876
1121,58.585,5.63902,0.00984613,-0.00346448,101.876
1122,58.585,5.63902,0.00878364,-0.00397328,101.876
1123,58.585,5.63902,0.0077211,-0.00448202,101.876
1124,58.585,5.63902,0.00728545,-0.00295989,101.876
1125,58.585,5.63902,0.00697516,-0.00103157,101.876
1126,58.585,5.63902,0.00666486,0.000896681,101.876
1127,58.585,5.63902,0.0042623,0.00344894,101.876
1128,58.585,5.63903,0.00144136,0.00612571,100.575
1129,58.585,5.63898,-0.00138,0.00880372,105.553
1130,58.585,5.63891,-0.00215569,0.0106279,113.317
1131,58.585,5.63882,-0.00252213,0.0122819,122.411
1132,58.585,5.63872,-0.00288854,0.0139368,132.808
1133,58.585,5.63864,-0.00248394,0.0162565,141.779
1134,58.585,5.63857,-0.00192476,0.0187092,148.74
1135,58.585,5.63852,-0.00136528,0.0211618,153.644
1136,58.585,5.63848,-0.00113227,0.0241823,157.72
1137,58.585,5.63845,-0.000964578,0.0273167,161.178
1138,58.585,5.63842,-0.000796858,0.0304511,164.035
1139,58.585,5.63837,-0.00166552,0.0324897,170.021
1140,58.585,5.63827,-0.00274195,0.034312,179.913
1141,58.585,5.63814,-0.00381916,0.0361382,193.664
1142,58.585,5.638,-0.00407848,0.0397221,208.333
1143,58.585,5.63786,-0.00417416,0.04366,223.314
1144,58.585,5.63772,-0.00426988,0.0476012,238.647
1145,58.585,5.63755,-0.00478605,0.0496882,255.838
1146,58.585,5.63737,-0.00538698,0.0514069,275.137
1147,58.585,5.63716,-0.00598878,0.0531294,296.605
1148,58.585,5.637,-0.00489955,0.0555758,314.168
1149,58.585,5.63688,-0.00347064,0.0581631,326.6
1150,58.585,5.63681,-0.00204066,0.060745,333.911
1151,58.585,5.63673,-0.00230468,0.0610103,342.182
1152,58.585,5.63663,-0.0029079,0.0608147,352.621
1153,58.585,5.63651,-0.00351157,0.0606219,365.219
1154,58.585,5.63642,-0.00274976,0.0567112,375.077
1155,58.585,5.63636,-0.00171437,0.0520514,381.245
1156,58.585,5.63634,-0.000678679,0.0473863,383.7
1157,58.585,5.63636,0.000795353,0.0428367,380.87
1158,58.585,5.63644,0.00235661,0.038307,372.409
1159,58.585,5.63658,0.00391687,0.0337749,358.334
1160,58.585,5.63672,0.00413137,0.0300642,343.519
1161,58.585,5.63686,0.00407703,0.0265198,328.867
1162,58.585,5.637,0.00402291,0.0229778,314.415
1163,58.585,5.63713,0.00392679,0.0185192,300.314
1164,58.585,5.63726,0.00382247,0.0138795,286.594
1165,58.585,5.63739,0.00371836,0.00924225,273.274
1166,58.585,5.6374,0.0004893,0.00559383,271.517
1167,58.585,5.63729,-0.00336603,0.00214466,283.588
1168,58.585,5.63704,-0.00722569,-0.00130376,309.515
1169,58.585,5.63665,-0.011419,0.000940835,350.473
1170,58.585,5.63612,-0.0156939,0.0043322,406.713
1171,58.585,5.63544,-0.0199915,0.00773517,478.324
1172,58.585,5.63474,-0.0204374,0.0102264,514.355
1173,58.585,5.63406,-0.0201086,0.0125357,548.709
1174,58.585,5.63338,-0.0197775,0.0148467,582.486
1175,58.585,5.6327,-0.0201557,0.0171827,616.923
1176,58.585,5.63199,-0.0206768,0.0195293,652.25
1177,58.585,5.63127,-0.0211986,0.0218827,688.463
1178,58.585,5.63063,-0.0187891,0.0214229,744.671
1179,58.585,5.63009,-0.0157791,0.0203919,792.508
1180,58.585,5.62966,-0.0127559,0.0193527,831.219
1181,58.585,5.62933,-0.0095381,0.017251,860.168
1182,58.585,5.62912,-0.0062772,0.0149322,879.222
1183,58.585,5.62901,-0.00301246,0.0126088,888.373
1184,58.585,5.62903,0.000476944,0.0136308,886.908
1185,58.585,5.62917,0.00400963,0.0153185,874.74
1186,58.585,5.62943,0.00753789,0.0170005,851.845
1187,58.585,5.62969,0.00774559,0.0177858,828.34
1188,58.585,5.62994,0.00729103,0.0183929,806.209
1189,58.585,5.63017,0.00683778,0.0190008,785.433
1190,58.585,5.63025,0.00236833,0.0189052,778.251
1191,58.585,5.63015,-0.002905,0.018674,787.082
1192,58.585,5.62987,-0.00818518,0.0184493,811.925
1193,58.585,5.62958,-0.0085008,0.0182745,837.71
1194,58.585,5.62932,-0.00782059,0.0181088,861.451
1195,58.585,5.62907,-0.00713842,0.0179426,883.107
1196,58.585,5.62888,-0.00575144,0.0173115,900.544
1197,58.585,5.62873,-0.00422193,0.0165858,913.347
1198,58.585,5.62864,-0.00269097,0.0158581,921.519
1199,58.585,5.62858,-0.00168921,0.01494,926.627
1200,58.585,5.62856,-0.000793134,0.013983,929.043
1201,58.585,5.62856,0.000103089,0.0130248,928.742
1202,58.585,5.62864,0.00239919,0.0122745,921.475
1203,58.585,5.62881,0.00497273,0.0115641,906.36
1204,58.585,5.62907,0.00754144,0.010852,883.449
1205,58.585,5.62959,0.0151985,0.00702478,837.262
1206,58.585,5.6304,0.0238386,0.00258511,764.81
1207,58.585,5.63151,0.0324234,-0.00183442,676.361
1208,58.585,5.63276,0.036465,-0.00624652,613.872
1209,58.585,5.63411,0.0395805,-0.0106384,546.035
1210,58.585,5.63557,0.0426683,-0.0150041,464.624
1211,58.585,5.63688,0.0382856,-0.0124701,327.027
1212,58.585,5.63798,0.0324602,-0.0085857,210.39
1213,58.585,5.6389,0.0266808,-0.00472515,114.206
1214,58.585,5.6389,0.0236503,-0.00145829,114.215
1215,58.585,5.6389,0.0211562,0.0016926,114.215
1216,58.585,5.6389,0.0186621,0.00484339,114.215
1217,58.585,5.6389,0.0182381,0.00740752,114.215
1218,58.585,5.6389,0.0182283,0.00985428,114.215
1219,58.585,5.6389,0.0182184,0.012301,114.215
1220,58.585,5.6389,0.0160313,0.014818,114.215
1221,58.585,5.63901,0.0134061,0.0173436,102.119
1222,58.585,5.63901,0.0107844,0.0198739,102.127
1223,58.585,5.63901,0.00668658,0.0241598,102.127
1224,58.585,5.63903,0.00229346,0.0287955,100.057
1225,58.585,5.63896,-0.00210002,0.0334383,107.651
1226,58.585,5.63884,-0.00340882,0.0344944,119.944
1227,58.585,5.6387,-0.0041008,0.034834,134.722
1228,58.585,5.63854,-0.00479314,0.0351753,152.005
1229,58.585,5.63838,-0.00462896,0.033869,168.657
1230,58.585,5.63823,-0.00429323,0.0322313,184.091
1231,58.585,5.6381,-0.00395727,0.0305918,198.322
1232,58.585,5.63799,-0.00312607,0.0289963,209.572
1233,58.585,5.63792,-0.00219518,0.0274072,217.459
1234,58.585,5.63787,-0.00126383,0.0258156,221.985
1235,58.585,5.6377,-0.0050445,0.0265885,240.124
1236,58.585,5.63737,-0.00977686,0.0278449,275.182
1237,58.585,5.63687,-0.0145263,0.0291161,327.241
1238,58.585,5.63618,-0.0204286,0.0327693,400.439
1239,58.585,5.63527,-0.0265906,0.0369259,487.715
1240,58.585,5.63416,-0.032796,0.0411199,543.709
1241,58.585,5.63294,-0.0357868,0.0419316,604.791
1242,58.585,5.63164,-0.0381466,0.0420698,669.891
1243,58.585,5.63026,-0.0405255,0.0422157,777.511
1244,58.585,5.62901,-0.0366105,0.0383215,888.409
1245,58.585,5.62795,-0.0313973,0.0335808,983.535
1246,58.585,5.62706,-0.0261473,0.0288029,1062.19
1247,58.585,5.6263,-0.0220314,0.0259546,1112.98
1248,58.585,5.62569,-0.0181275,0.0234823,1154.79
1249,58.585,5.6252,-0.0142069,0.020997,1187.56
1250,58.585,5.62306,-0.0118394,0.0193376,1332.81
1251,58.585,5.61684,-0.0102634,0.0183063,1596.71
1252,58.585,5.61192,-0.00799848,0.0169369,1891.38
1253,58.585,5.60906,-0.00512974,0.015774,2108.91
1254,58.585,5.60812,-0.00190892,0.0144617,2187.32
1255,58.585,5.60879,0.00136061,0.0129977,2131.62
1256,58.585,5.61402,0.00887687,0.0076425,1745.15
1257,58.585,5.62491,0.015679,0.00222762,1207.09
1258,58.585,5.62933,0.0232908,-0.00284626,860.303
1259,58.585,5.63011,0.0227147,-0.00110764,791.276
1260,58.585,5.6308,0.0204897,0.00197383,729.045
1261,58.585,5.63143,0.0182815,0.00504266,680.458
1262,58.585,5.63183,0.011743,0.012693,660.377
1263,58.585,5.63198,0.00434899,0.0212608,652.943
1264,58.585,5.63187,-0.00304397,0.0298425,658.148
1265,58.585,5.63169,-0.0052599,0.0345316,667.15
1266,58.585,5.63147,-0.0064403,0.0384465,678.159
1267,58.585,5.63122,-0.0076213,0.0423686,692.532
1268,58.585,5.63099,-0.00647218,0.0441845,712.177
1269,58.585,5.63083,-0.00485471,0.0455748,726.921
1270,58.585,5.63072,-0.00323536,0.04696,736.734
1271,58.585,5.63062,-0.00289021,0.0494893,745.49
1272,58.585,5.63052,-0.0028,0.0522487,754.001
1273,58.585,5.63043,-0.00270972,0.0550092,762.215
1274,58.585,5.63041,-0.000761934,0.0521323,764.538
1275,58.585,5.63046,0.00155712,0.0481198,759.79
1276,58.585,5.63059,0.00387476,0.0441,748.042
1277,58.585,5.63088,0.00851766,0.042192,722.185
1278,58.585,5.63135,0.0136132,0.0406939,684.599
1279,58.585,5.63198,0.0186886,0.0391823,652.61
1280,58.585,5.63281,0.0240702,0.0395297,611.388
1281,58.585,5.63381,0.0294842,0.0402298,560.874
1282,58.585,5.635,0.0348568,0.0409063,501.147
1283,58.585,5.63627,0.0369566,0.0408805,391.036
1284,58.585,5.63758,0.0383937,0.0407103,253.038
1285,58.585,5.63894,0.0398164,0.0405335,109.566
1286,58.585,5.63894,0.0432076,0.0423995,109.551
1287,58.585,5.63894,0.0469667,0.0446458,109.551
1288,58.585,5.63894,0.0507259,0.0468922,109.551
1289,58.585,5.63894,0.0498261,0.0488959,109.551
1290,58.585,5.63894,0.0479946,0.0508511,109.551
1291,58.585,5.63894,0.046163,0.0528063,109.551
1292,58.585,5.63894,0.0418378,0.0528732,109.551
1293,58.585,5.63894,0.0370139,0.0525624,109.551
1294,58.585,5.63894,0.0321899,0.0522515,109.551
1295,58.585,5.63894,0.0294557,0.0510974,109.551
1296,58.585,5.63894,0.0271394,0.0497746,109.551
1297,58.585,5.63894,0.0248232,0.0484518,109.551
1298,58.585,5.63894,0.023711,0.0472115,109.551
1299,58.585,5.63894,0.0228396,0.0459876,109.551
1300,58.585,5.63894,0.0219683,0.0447637,109.551
1301,58.585,5.63894,0.0223665,0.0453514,109.551
1302,58.585,5.63894,0.0230187,0.0463014,109.551
1303,58.585,5.63894,0.0236709,0.0472514,109.551
1304,58.585,5.63894,0.0242276,0.0475541,109.551
1305,58.585,5.63894,0.0247651,0.0477273,109.551
1306,58.585,5.63894,0.0253025,0.0479005,109.551
1307,58.585,5.63894,0.0235467,0.0465194,109.551
1308,58.585,5.63894,0.0213322,0.0448274,109.551
1309,58.585,5.63894,0.0191178,0.0431354,109.551
1310,58.585,5.63894,0.0172153,0.043209,109.551
1311,58.585,5.63894,0.0153752,0.0436358,109.551
1312,58.585,5.63894,0.0135352,0.0440626,109.551
1313,58.585,5.63894,0.013151,0.0433109,109.551
1314,58.585,5.63894,0.0130578,0.0423234,109.551
1315,58.585,5.63894,0.0129647,0.0413359,109.551
1316,58.585,5.63894,0.0133062,0.0408016,109.551
1317,58.585,5.63894,0.0137346,0.040358,109.551
1318,58.585,5.63894,0.014163,0.0399143,109.551
1319,58.585,5.63894,0.0124689,0.0385993,109.551
1320,58.585,5.63903,0.0103484,0.0371019,100.211
1321,58.585,5.63903,0.00823041,0.035613,100.221
1322,58.585,5.63903,0.00522323,0.034601,100.221
1323,58.585,5.63903,0.00203825,0.0336843,100.221
1324,58.585,5.63899,-0.00114703,0.0327708,104.361
1325,58.585,5.63875,-0.00719751,0.0352046,130.344
1326,58.585,5.63827,-0.0138362,0.0383289,180.185
1327,58.585,5.63757,-0.0205014,0.0414821,253.794
1328,58.585,5.63676,-0.0239396,0.0429052,339.583
1329,58.585,5.63585,-0.0267443,0.04399,435.385
1330,58.585,5.63484,-0.0295676,0.0450864,509.464
1331,58.585,5.63378,-0.0309619,0.0437151,562.324
1332,58.585,5.63269,-0.0320768,0.0418434,617.1
1333,58.585,5.63156,-0.033201,0.0399647,673.78
1334,58.585,5.63052,-0.0306617,0.0365356,754.556
1335,58.585,5.62959,-0.027367,0.0327734,837.487
1336,58.585,5.62877,-0.02405,0.0289869,910.373
1337,58.585,5.62808,-0.0203011,0.0258063,971.933
1338,58.585,5.62752,-0.0164512,0.0227349,1021.81
1339,58.585,5.62709,-0.0125864,0.0196501,1060
1340,58.585,5.62675,-0.0099168,0.0175823,1082.96
1341,58.585,5.62649,-0.00748285,0.0157144,1100.24
1342,58.585,5.62632,-0.00504498,0.0138421,1111.88
1343,58.585,5.62618,-0.00401452,0.012728,1121.16
1344,58.585,5.62607,-0.00326513,0.0117647,1128.69
1345,58.585,5.62599,-0.00251514,0.0108003,1134.48
1346,58.585,5.62593,-0.00162993,0.0100439,1138.25
1347,58.585,5.62591,-0.000717383,0.00932844,1139.92
1348,58.585,5.62591,0.000195291,0.00861231,1139.46
1349,58.585,5.62607,0.00448966,0.00762977,1129.09
1350,58.585,5.62639,0.00945173,0.00659294,1107.26
1351,58.585,5.62688,0.0143975,0.00555608,1074.01
1352,58.585,5.62748,0.0174818,0.00525417,1025.2
1353,58.585,5.62817,0.0201859,0.00509809,963.842
1354,58.585,5.62895,0.0228775,0.00494095,894.33
1355,58.585,5.62977,0.0240447,0.00524137,821.264
1356,58.585,5.63062,0.0249049,0.00563086,745.567
1357,58.585,5.6315,0.0257613,0.00601748,676.933
1358,58.585,5.63239,0.0262143,0.00650046,632.034
1359,58.585,5.6333,0.0265845,0.00700039,586.511
1360,58.585,5.63422,0.0269521,0.00749741,540.348
1361,58.585,5.63517,0.0278455,0.00767957,492.66
1362,58.585,5.63616,0.0288381,0.0077971,402.455
1363,58.585,5.63718,0.0298238,0.00791231,295.279
1364,58.585,5.63824,0.0310889,0.00827816,183.504
1365,58.585,5.6388,0.0324444,0.00870432,125.016
1366,58.585,5.6388,0.0338422,0.00914327,125
1367,58.585,5.6388,0.0343025,0.0086932,125
1368,58.585,5.6388,0.0345754,0.00806533,125
1369,58.585,5.6388,0.0348482,0.00743747,125
1370,58.585,5.6388,0.0345736,0.00730635,125
1371,58.585,5.6388,0.0341894,0.00727457,125
1372,58.585,5.6388,0.0338053,0.00724277,125
1373,58.585,5.6388,0.0338334,0.00721855,125
1374,58.585,5.6388,0.033944,0.00719583,125
1375,58.585,5.6388,0.0340546,0.00717309,125
1376,58.585,5.6388,0.0338915,0.00732296,125
1377,58.585,5.6388,0.0336736,0.00750735,125
1378,58.585,5.6388,0.0334558,0.00769172,125
1379,58.585,5.6388,0.0327048,0.007074,125
1380,58.585,5.6388,0.0318471,0.00629588,125
1381,58.585,5.6388,0.0309894,0.0055178,125
1382,58.585,5.6388,0.0307897,0.00448158,125
1383,58.585,5.6388,0.0307217,0.00339376,125
1384,58.585,5.6388,0.0306536,0.00230595,125
1385,58.585,5.6388,0.0317984,0.000913993,125
1386,58.585,5.6388,0.0331858,-0.000538796,125
1387,58.585,5.6388,0.0345732,-0.0019916,125
1388,58.585,5.6388,0.0346783,-0.00280569,125
1389,58.585,5.6388,0.0345269,-0.00349205,125
1390,58.585,5.6388,0.0343755,-0.00417846,125
1391,58.585,5.6388,0.0345617,-0.00449267,125
1392,58.585,5.6388,0.0348155,-0.00473244,125
1393,58.585,5.6388,0.0350692,-0.0049722,125
1394,58.585,5.6388,0.0355673,-0.00480939,125
1395,58.585,5.6388,0.0361142,-0.00456604,125
1396,58.585,5.6388,0.036661,-0.00432262,125
1397,58.585,5.6388,0.0371753,-0.00419541,125
1398,58.585,5.6388,0.0376832,-0.00409141,125
1399,58.585,5.6388,0.0381909,-0.00398741,125
1400,58.585,5.6388,0.0395877,-0.00377845,125
1401,58.585,5.6388,0.0411622,-0.00354855,125
1402,58.585,5.6388,0.0427368,-0.00331871,125
1403,58.585,5.6388,0.0426523,-0.00337105,125
1404,58.585,5.6388,0.0422362,-0.00347987,125
1405,58.585,5.6388,0.04182,-0.0035887,125
1406,58.585,5.6388,0.0418142,-0.00294435,125
1407,58.585,5.6388,0.0418905,-0.00214931,125
1408,58.585,5.6388,0.0419667,-0.0013542,125
1409,58.585,5.6388,0.0421193,-0.000115274,125
1410,58.585,5.6388,0.0422871,0.00121246,125
1411,58.585,5.6388,0.0424549,0.00254022,125
1412,58.585,5.6388,0.0413252,0.00523995,125
1413,58.585,5.6388,0.039936,0.00821403,125
1414,58.585,5.6388,0.0385468,0.011188,125
1415,58.585,5.6388,0.0333682,0.0125231,125
1416,58.585,5.63903,0.0274183,0.0135212,100.263
1417,58.585,5.63903,0.0214857,0.0145278,100.271
1418,58.585,5.63903,0.0182397,0.0145386,100.271
1419,58.585,5.63903,0.015531,0.0143502,100.271
1420,58.585,5.63903,0.0128224,0.0141619,100.271
1421,58.585,5.63903,0.0113902,0.0138934,100.271
1422,58.585,5.63903,0.0102133,0.013609,100.271
1423,58.585,5.63903,0.00903632,0.0133247,100.271
1424,58.585,5.63903,0.00810629,0.0133748,100.271
1425,58.585,5.63903,0.00722564,0.0134919,100.271
1426,58.585,5.63903,0.00634499,0.0136089,100.271
1427,58.585,5.63903,0.00537029,0.0143428,100.271
1428,58.585,5.63903,0.0043768,0.0152001,100.271
1429,58.585,5.63903,0.00338333,0.0160573,100.271
1430,58.585,5.63903,0.00268398,0.0163449,100.271
1431,58.585,5.63903,0.00204346,0.0165186,100.271
1432,58.585,5.63903,0.00140294,0.0166923,100.271
1433,58.585,5.63903,0.000969498,0.0165394,100.271
1434,58.585,5.63903,0.000577467,0.0163212,100.271
1435,58.585,5.63903,0.000185432,0.0161031,100.104
1436,58.585,5.63903,-9.70565e-06,0.0156559,100.156
1437,58.585,5.63903,-0.000165479,0.0151632,100.768
1438,58.585,5.63902,-0.000321266,0.0146706,101.933
1439,58.585,5.639,-0.000475831,0.0141992,103.644
1440,58.585,5.63898,-0.000630181,0.0137322,105.907
1441,58.585,5.63895,-0.000784562,0.0132651,108.721
1442,58.585,5.63892,-0.00103739,0.012835,112.442
1443,58.585,5.63887,-0.00131002,0.0124124,117.187
1444,58.585,5.63882,-0.00158278,0.0119899,122.885
1445,58.585,5.63876,-0.00175843,0.0115109,129.235
1446,58.585,5.63869,-0.00191471,0.0110206,136.117
1447,58.585,5.63862,-0.00207104,0.0105302,143.6
1448,58.585,5.63854,-0.00226737,0.0100811,151.779
1449,58.585,5.63846,-0.00247176,0.0096401,160.689
1450,58.585,5.63836,-0.00267622,0.00919908,170.35
1451,58.585,5.63826,-0.00310932,0.0090523,181.535
1452,58.585,5.63814,-0.00358845,0.00896455,194.439
1453,58.585,5.638,-0.00406799,0.00887692,209.047
1454,58.585,5.63785,-0.00435705,0.00856714,224.723
1455,58.585,5.63769,-0.00460829,0.00821276,241.265
1456,58.585,5.63752,-0.00485993,0.00785822,258.709
1457,58.585,5.63736,-0.00469596,0.00736677,275.567
1458,58.585,5.63721,-0.00444871,0.00684761,291.534
1459,58.585,5.63707,-0.00420131,0.00632808,306.597
1460,58.585,5.63694,-0.00377715,0.00582339,320.124
1461,58.585,5.63683,-0.00331718,0.00532131,332.018
1462,58.585,5.63673,-0.00285673,0.00481882,342.255
1463,58.585,5.63665,-0.00225965,0.00388302,350.346
1464,58.585,5.6366,-0.00163488,0.00286005,356.231
1465,58.585,5.63656,-0.0010098,0.00183666,359.858
1466,58.585,5.63657,0.00025411,0.000699443,358.936
1467,58.585,5.63663,0.00164549,-0.000460471,353.041
1468,58.585,5.63673,0.00303616,-0.00162019,342.132
1469,58.585,5.63687,0.00412839,-0.00268983,327.328
1470,58.585,5.63705,0.00516003,-0.00374084,308.828
1471,58.585,5.63726,0.00619034,-0.00479094,286.622
1472,58.585,5.63753,0.00779053,-0.00606447,258.656
1473,58.585,5.63785,0.0095018,-0.00738105,224.552
1474,58.585,5.63823,0.011209,-0.00869531,184.251
1475,58.585,5.63863,0.0115858,-0.00879049,142.498
1476,58.585,5.63903,0.011697,-0.00864211,100.294
1477,58.585,5.63903,0.0118187,-0.00849941,100.271
1478,58.585,5.63903,0.0116799,-0.00797332,100.271
1479,58.585,5.63903,0.011489,-0.00737057,100.271
1480,58.585,5.63903,0.011298,-0.00676784,100.271
1481,58.585,5.63903,0.0112502,-0.00674436,100.271
1482,58.585,5.63903,0.011231,-0.00683679,100.271
1483,58.585,5.63903,0.0112118,-0.00692926,100.271
1484,58.585,5.63903,0.0115466,-0.00690396,100.271
1485,58.585,5.63903,0.0119522,-0.00685511,100.271
1486,58.585,5.63903,0.0123578,-0.00680625,100.271
1487,58.585,5.63903,0.0125504,-0.00668833,100.271
1488,58.585,5.63903,0.0127004,-0.00655658,100.271
1489,58.585,5.63903,0.0128505,-0.00642479,100.271
1490,58.585,5.63903,0.0126963,-0.00652598,100.271
1491,58.585,5.63903,0.0124814,-0.00667378,100.271
1492,58.585,5.63903,0.0122663,-0.00682156,100.271
1493,58.585,5.63903,0.0125241,-0.00708256,100.271
1494,58.585,5.63903,0.0128765,-0.00736621,100.271
1495,58.585,5.63903,0.0132287,-0.00764988,100.271
1496,58.585,5.63903,0.0143566,-0.00781828,100.271
1497,58.585,5.63903,0.0156397,-0.00796364,100.271
1498,58.585,5.63903,0.0169227,-0.00810904,100.271
1499,58.585,5.63903,0.0176496,-0.00832721,100.271
1500,58.585,5.63903,0.0182653,-0.00855996,100.271
1501,58.585,5.63903,0.0188811,-0.00879271,100.271
1502,58.585,5.63903,0.0184286,-0.00856659,100.271
1503,58.585,5.63903,0.0177625,-0.00824869,100.271
1504,58.585,5.63903,0.0170964,-0.00793077,100.271
1505,58.585,5.63903,0.0164712,-0.00751176,100.271
1506,58.585,5.63903,0.0158541,-0.00707252,100.271
1507,58.585,5.63903,0.015237,-0.00663327,100.271
1508,58.585,5.63903,0.014544,-0.00596162,100.271
1509,58.585,5.63903,0.0138358,-0.00524348,100.271
1510,58.585,5.63903,0.0131276,-0.00452536,100.271
1511,58.585,5.63903,0.0129086,-0.00335066,100.271
1512,58.585,5.63903,0.0127874,-0.00208466,100.271
1513,58.585,5.63903,0.0126662,-0.000818673,100.271
1514,58.585,5.63903,0.0125845,0.000362742,100.271
1515,58.585,5.63903,0.0125106,0.00152722,100.271
1516,58.585,5.63903,0.0124367,0.0026917,100.271
1517,58.585,5.63903,0.0120085,0.00344599,100.271
1518,58.585,5.63903,0.0115093,0.00411826,100.271
1519,58.585,5.63903,0.0110101,0.00479058,100.271
1520,58.585,5.63903,0.0104008,0.00490722,100.271
1521,58.585,5.63903,0.00976944,0.00491275,100.271
1522,58.585,5.63903,0.00913807,0.00491829,100.271
1523,58.585,5.63903,0.00856513,0.00481204,100.271
1524,58.585,5.63903,0.0080039,0.00468341,100.271
1525,58.585,5.63903,0.0074427,0.00455472,100.271
1526,58.585,5.63903,0.00684624,0.00431302,100.271
1527,58.585,5.63903,0.00624275,0.00404865,100.271
1528,58.585,5.63903,0.00563928,0.00378424,100.271
1529,58.585,5.63903,0.00367283,0.00423979,100.271
1530,58.585,5.63903,0.00143376,0.00483937,100.271
1531,58.585,5.639,-0.000805518,0.00543932,103.179
1532,58.585,5.63894,-0.00176642,0.00566753,109.556
1533,58.585,5.63886,-0.00247179,0.00582168,118.469
1534,58.585,5.63875,-0.0031774,0.00597624,129.939
1535,58.585,5.63862,-0.00366447,0.00627331,143.126
1536,58.585,5.63848,-0.00410797,0.00659901,157.908
1537,58.585,5.63833,-0.00455162,0.00692487,174.293
1538,58.585,5.63817,-0.00451006,0.00684978,190.535
1539,58.585,5.63802,-0.00437142,0.00669439,206.278
1540,58.585,5.63788,-0.00423275,0.00653887,221.47
1541,58.585,5.63774,-0.00405408,0.00645342,236.017
1542,58.585,5.63761,-0.00386739,0.006382,249.885
1543,58.585,5.63748,-0.00368068,0.0063106,263.102
1544,58.585,5.63736,-0.00369356,0.00645116,276.337
1545,58.585,5.63723,-0.00374626,0.0066341,289.768
1546,58.585,5.6371,-0.00379886,0.00681701,303.4
1547,58.585,5.6369,-0.00580649,0.0081609,324.242
1548,58.585,5.63662,-0.00820875,0.00973962,353.67
1549,58.585,5.63626,-0.0106164,0.0113221,391.742
1550,58.585,5.63586,-0.0118133,0.0117849,434.102
1551,58.585,5.63542,-0.0127703,0.0120243,479.865
1552,58.585,5.63495,-0.0137307,0.012265,503.653
1553,58.585,5.63449,-0.0136617,0.0115036,526.995
1554,58.585,5.63403,-0.0133853,0.0105393,549.864
1555,58.585,5.63359,-0.0131077,0.00957233,572.276
1556,58.585,5.6332,-0.0112911,0.00851203,591.581
1557,58.585,5.63289,-0.00916226,0.00743128,607.243
1558,58.585,5.63265,-0.00702911,0.00634862,619.261
1559,58.585,5.63243,-0.00653145,0.0059114,630.44
1560,58.585,5.63221,-0.00636074,0.00560308,641.316
1561,58.585,5.632,-0.0061895,0.00529437,651.905
1562,58.585,5.63181,-0.00560932,0.00484329,661.507
1563,58.585,5.63164,-0.00494666,0.0043633,669.964
1564,58.585,5.63149,-0.00428326,0.0038828,677.296
1565,58.585,5.63136,-0.0038793,0.0037788,683.923
1566,58.585,5.63124,-0.00352712,0.00375007,690.342
1567,58.585,5.63113,-0.00317474,0.00372128,699.967
1568,58.585,5.63104,-0.00276647,0.0035479,708.362
1569,58.585,5.63096,-0.00234689,0.0033456,715.492
1570,58.585,5.63089,-0.00192715,0.00314329,721.348
1571,58.585,5.63082,-0.002012,0.00330052,727.462
1572,58.585,5.63075,-0.00219783,0.00352976,734.137
1573,58.585,5.63067,-0.00238369,0.0037591,741.364
1574,58.585,5.63058,-0.00248384,0.00408391,748.883
1575,58.585,5.63049,-0.00256694,0.00442799,756.689
1576,58.585,5.6304,-0.00265015,0.00477228,764.751
1577,58.585,5.63032,-0.00243525,0.00496665,772.162
1578,58.585,5.63025,-0.0021606,0.00513103,778.713
1579,58.585,5.63018,-0.00188585,0.00529543,784.457
1580,58.585,5.63013,-0.00165817,0.00543907,789.496
1581,58.585,5.63008,-0.00143984,0.00557853,793.883
1582,58.585,5.63003,-0.00122144,0.00571796,797.592
1583,58.585,5.63,-0.00104264,0.00569791,800.742
1584,58.585,5.62997,-0.000871736,0.00564592,803.406
1585,58.585,5.62995,-0.000700785,0.00559383,805.518
1586,58.585,5.62993,-0.000573962,0.00543655,807.255
1587,58.585,5.62991,-0.000455938,0.00525816,808.637
1588,58.585,5.6299,-0.000337886,0.00507969,809.679
1589,58.585,5.62989,-0.000241581,0.00497343,810.406
1590,58.585,5.62989,-0.000149624,0.00488158,810.848
