Step,Latitude,Longitude,VelocityU,VelocityV,DistanceToShore
2221,58.6551,5.49617,-0.0148541,0.0475143,5504.74
2222,58.6569,5.49567,-0.0153613,0.0547967,5505.17
2223,58.659,5.49518,-0.0152734,0.0627805,5510.31
2224,58.6612,5.49471,-0.0151762,0.0707609,5516.33
2225,58.6635,5.4944,-0.0100863,0.069463,5518.28
2226,58.6656,5.4943,-0.00400184,0.066273,5446.99
2227,58.6677,5.4944,0.00206312,0.0630412,5306.55
2228,58.6696,5.49478,0.0105428,0.0610837,5135.14
2229,58.6711,5.49558,0.0194131,0.059278,4955.33
2230,58.6711,5.49736,0.0280465,0.0572331,4834.88
2231,58.6711,5.49928,0.0299297,0.0525681,4694.42
2232,58.6711,5.50127,0.030455,0.0474604,4544.94
2233,58.6711,5.50332,0.0309418,0.0424418,4385.27
2234,58.6711,5.50474,0.0211815,0.0502444,4272.18
2235,58.6711,5.50539,0.00958393,0.0606831,4220.7
2236,58.6711,5.50526,-0.00193782,0.0713692,4231.11
2237,58.6711,5.50439,-0.0129285,0.0719119,4300.12
2238,58.6711,5.5028,-0.024041,0.0706309,4426.83
2239,58.6711,5.50048,-0.0355535,0.0695846,4604.05
2240,58.6711,5.49749,-0.0470162,0.0690257,4826
2241,58.6716,5.49426,-0.0588106,0.0685073,4997.26
2242,58.6733,5.49145,-0.0707577,0.0677196,5068.3
2243,58.6756,5.48889,-0.0788267,0.0716005,5088.56
2244,58.6781,5.48608,-0.0863842,0.076611,5110.81
2245,58.6807,5.48305,-0.0942471,0.0818079,5164.59
2246,58.6833,5.47995,-0.0965689,0.0798585,5267.87
2247,58.6857,5.47681,-0.0977731,0.0763669,5411.31
2248,58.688,5.47364,-0.0989913,0.0727614,5600.39
2249,58.6902,5.47057,-0.0962473,0.0696369,5807.14
2250,58.6924,5.46761,-0.0925088,0.0665054,6029.77
2251,58.6944,5.4648,-0.0885426,0.0632398,6256.15
2252,58.6963,5.46225,-0.080343,0.0588841,6475.89
2253,58.698,5.46001,-0.0710223,0.0541746,6668.7
2254,58.6996,5.45804,-0.0614128,0.0493165,6756.81
2255,58.7012,5.45616,-0.0585834,0.0499156,6766.72
2256,58.7029,5.45432,-0.0570875,0.0516293,6731.2
2257,58.7046,5.45254,-0.0555419,0.0533542,6695.26
2258,58.7064,5.4508,-0.0540801,0.0551163,6663.06
2259,58.7082,5.44911,-0.0526055,0.0569124,6635.67
2260,58.7101,5.44747,-0.0510931,0.0587378,6607.52
2261,58.712,5.44592,-0.0484032,0.0595277,6587.26
2262,58.714,5.44447,-0.0454278,0.0600756,6564.25
2263,58.7159,5.4431,-0.0423993,0.06059,6546.33
2264,58.7179,5.44174,-0.0419153,0.0603767,6537.45
2265,58.7198,5.44039,-0.0419213,0.0599751,6539.91
2266,58.7217,5.43905,-0.0418998,0.0595215,6553.43
2267,58.7235,5.43782,-0.0386265,0.0551036,6574.12
2268,58.7251,5.43671,-0.0346665,0.0498509,6601.18
2269,58.7265,5.43572,-0.0306683,0.0445512,6627.47
2270,58.7278,5.43475,-0.0301205,0.041451,6664.98
2271,58.7291,5.43377,-0.0302831,0.0387834,6712.53
2272,58.7302,5.4328,-0.0304617,0.0361008,6764.43
2273,58.7313,5.43193,-0.0273345,0.0326772,6811.71
2274,58.7322,5.43118,-0.0235072,0.0290744,6857.96
2275,58.733,5.43056,-0.0196441,0.0254392,6896.32
2276,58.7337,5.43003,-0.0166142,0.0231698,6927.31
2277,58.7344,5.4296,-0.013738,0.0211618,6950.93
2278,58.735,5.42926,-0.0108476,0.0191401,6967.44
2279,58.7356,5.42897,-0.00904525,0.0173482,6980.96
2280,58.7361,5.42874,-0.00745986,0.0155983,6993.31
2281,58.7365,5.42856,-0.0058727,0.013843,7000.69
2282,58.7367,5.42855,-0.0012232,0.00800962,6996.66
2283,58.7368,5.4287,0.00403416,0.00136247,6979.82
2284,58.7366,5.429,0.00928142,-0.00527927,6951.96
2285,58.7362,5.42933,0.0101076,-0.0100345,6925.72
2286,58.7357,5.42966,0.0100551,-0.01442,6903.46
2287,58.7351,5.42999,0.0100075,-0.018818,6886.34
2288,58.7344,5.43039,0.0120851,-0.0226007,6868.5
2289,58.7335,5.43087,0.0146003,-0.0262609,6846.3
2290,58.7325,5.43143,0.017131,-0.0299209,6819.99
2291,58.7316,5.43203,0.0183985,-0.0294349,6789.62
2292,58.7307,5.43267,0.0194006,-0.0281105,6758.79
2293,58.7298,5.43333,0.02039,-0.0267757,6725.83
2294,58.729,5.43402,0.0212296,-0.0246609,6687.87
2295,58.7283,5.43474,0.0220337,-0.0223805,6644.78
2296,58.7277,5.43548,0.0228303,-0.0200919,6597.14
2297,58.7271,5.43623,0.0230472,-0.0193491,6549.59
2298,58.7264,5.43698,0.02314,-0.0189177,6505.53
2299,58.7258,5.43773,0.0232237,-0.0184886,6461.14
2300,58.7252,5.43851,0.0237209,-0.019081,6417
2301,58.7246,5.4393,0.024302,-0.0198797,6373.09
2302,58.7239,5.44011,0.0248843,-0.020682,6330.98
2303,58.7231,5.44094,0.0255635,-0.0236073,6293.5
2304,58.7222,5.44179,0.0262694,-0.0269459,6265.05
2305,58.7212,5.44265,0.026987,-0.0302758,6244.93
2306,58.7202,5.44336,0.022757,-0.0309361,6240.49
2307,58.7192,5.44391,0.017568,-0.0310758,6253.49
2308,58.7182,5.4443,0.0124013,-0.031229,6285.1
2309,58.7173,5.44459,0.00924052,-0.0290457,6323.8
2310,58.7164,5.44478,0.00647011,-0.0263986,6364.87
2311,58.7157,5.44488,0.00368691,-0.0237539,6408.03
2312,58.7151,5.44479,-0.00209846,-0.0179331,6454.18
2313,58.7148,5.44448,-0.00851213,-0.0114568,6503.37
2314,58.7147,5.44397,-0.0149733,-0.00494875,6556.03
2315,58.7147,5.44321,-0.0225348,0.00126396,6617.33
2316,58.715,5.4422,-0.0303961,0.00746545,6688.47
2317,58.7155,5.44093,-0.0383718,0.013742,6768.64
2318,58.7162,5.43943,-0.0456782,0.0218396,6854.29
2319,58.7172,5.43769,-0.0529587,0.0304135,6949.53
2320,58.7185,5.43574,-0.06038,0.0391361,7051.33
2321,58.7199,5.43379,-0.060725,0.0434743,7158.93
2322,58.7215,5.43187,-0.0595926,0.0469445,7262.99
2323,58.7231,5.42999,-0.0584053,0.0504381,7364.86
2324,58.7249,5.4281,-0.0584452,0.0545008,7474.27
2325,58.7268,5.42621,-0.0587255,0.0586922,7583.84
2326,58.7288,5.42429,-0.0589984,0.0629037,7705.92
2327,58.7308,5.42225,-0.0625817,0.061804,7848.06
2328,58.7327,5.42008,-0.0669248,0.0596387,8020.9
2329,58.7346,5.41778,-0.0713804,0.0574677,8215.63
2330,58.7363,5.41547,-0.0716039,0.0545378,8422.11
2331,58.7379,5.41319,-0.0709368,0.0514247,8636.11
2332,58.7395,5.41093,-0.0702303,0.0482704,8850.93
2333,58.7411,5.40875,-0.068041,0.0494678,9067.43
2334,58.7428,5.40665,-0.0655004,0.0515547,9275.75
2335,58.7445,5.40459,-0.0629059,0.0536614,9483.22
2336,58.7464,5.40232,-0.0693947,0.0585972,9719.34
2337,58.7485,5.39978,-0.0779057,0.0642187,9988.51
2338,58.7508,5.39695,-0.0866719,0.0699967,10297.1
2339,58.7531,5.39379,-0.0969086,0.0720189,10647.6
2340,58.7555,5.39028,-0.107761,0.0734115,11042.8
2341,58.7579,5.38645,-0.119025,0.0749564,11480.3
2342,58.7605,5.38263,-0.119316,0.0799406,11921.8
2343,58.7633,5.37887,-0.117216,0.0856949,12367.1
2344,58.7662,5.37517,-0.114945,0.0915484,12812.5
2345,58.7692,5.37145,-0.114811,0.091007,13264.6
2346,58.772,5.36771,-0.115392,0.0893264,13724.8
2347,58.7749,5.36395,-0.116047,0.0876158,14097.5
2348,58.7776,5.36025,-0.114654,0.085086,14225.7
2349,58.7803,5.3566,-0.112809,0.0824385,14233.5
2350,58.7829,5.35301,-0.110929,0.0798363,14261.5
2351,58.7855,5.34944,-0.110345,0.0794703,14304.7
2352,58.788,5.34588,-0.11006,0.0795435,14365.1
2353,58.7906,5.34234,-0.109811,0.0796127,14437
2354,58.7934,5.33893,-0.105835,0.0844104,14501.9
2355,58.7963,5.33567,-0.101071,0.0901883,14557.5
2356,58.7995,5.33255,-0.0962635,0.0959972,14605.7
2357,58.8027,5.32935,-0.0983504,0.0995592,14668.3
2358,58.806,5.32603,-0.101855,0.102618,14751.9
2359,58.8095,5.32262,-0.1054,0.10562,14858.8
2360,58.8129,5.3192,-0.10568,0.10541,14985.5
2361,58.8163,5.31579,-0.105305,0.104599,15130
2362,58.8196,5.31236,-0.104933,0.103826,15293.7
2363,58.8231,5.30871,-0.111808,0.106112,15493.2
2364,58.8266,5.30479,-0.120149,0.109005,15734.8
2365,58.8303,5.30062,-0.128511,0.111897,16016
2366,58.834,5.2964,-0.130264,0.115256,16316.8
2367,58.8379,5.29217,-0.130671,0.118708,16633.7
2368,58.8418,5.28793,-0.131051,0.122157,16965.8
2369,58.8457,5.28377,-0.128861,0.121382,17308.3
2370,58.8496,5.27969,-0.126178,0.119777,17658.7
2371,58.8534,5.27571,-0.123514,0.118188,18015.2
2372,58.8572,5.27182,-0.120499,0.116942,18375
2373,58.861,5.26803,-0.117448,0.115768,18736.7
2374,58.8647,5.26432,-0.114438,0.114601,19101.2
2375,58.8684,5.26058,-0.115478,0.113547,19481.5
2376,58.872,5.25677,-0.117301,0.112517,19748.2
2377,58.8756,5.25292,-0.119024,0.111427,19751.9
2378,58.8791,5.24912,-0.117445,0.109625,19736.6
2379,58.8826,5.24539,-0.115282,0.107782,19737.4
2380,58.8861,5.24174,-0.113113,0.105978,19751.9
2381,58.8895,5.23829,-0.107362,0.104743,19769.5
2382,58.8928,5.23504,-0.100918,0.103619,19787.4
2383,58.8961,5.23198,-0.0945001,0.102497,19805.7
2384,58.8994,5.22903,-0.0913282,0.0997392,19833.9
2385,58.9025,5.22616,-0.0888067,0.0966571,19872.6
2386,58.9055,5.22337,-0.0862903,0.0935773,19922.4
2387,58.9084,5.22063,-0.084519,0.090471,19984.5
2388,58.9112,5.21795,-0.0829101,0.0873775,20056.3
2389,58.914,5.21532,-0.0813163,0.0843029,20138.6
2390,58.9166,5.21275,-0.0794048,0.0802922,20231.7
2391,58.919,5.21025,-0.0774537,0.0761196,20332.1
2392,58.9213,5.20781,-0.0755286,0.0719752,20441.8
2393,58.9235,5.20549,-0.0720451,0.0683772,20551
2394,58.9256,5.2033,-0.0682569,0.0648973,20660.5
2395,58.9276,5.20122,-0.064477,0.0614285,20766.7
2396,58.9295,5.1993,-0.0599359,0.058049,20869
2397,58.9312,5.19753,-0.055251,0.0546936,20962.8
2398,58.9329,5.1959,-0.0505761,0.0513457,21052.9
2399,58.9344,5.19432,-0.0487807,0.0485831,21142.5
2400,58.9359,5.19278,-0.0475712,0.0459387,21234.3
2401,58.9373,5.1913,-0.0463731,0.0432959,21327.9
2402,58.9386,5.18995,-0.0422895,0.0399902,21413
2403,58.9398,5.18875,-0.0376422,0.0365569,21488.4
2404,58.9408,5.18769,-0.0330085,0.0331282,21556.2
2405,58.9418,5.18669,-0.0308099,0.0309415,21619.9
2406,58.9427,5.18576,-0.0290954,0.029002,21680.7
2407,58.9436,5.18488,-0.0273797,0.0270617,21719.7
2408,58.9444,5.18407,-0.0253144,0.0252219,21713.6
2409,58.9452,5.18333,-0.0231746,0.023402,21693.9
2410,58.9459,5.18264,-0.0210303,0.0215818,21667.5
2411,58.9466,5.18188,-0.0230718,0.0210744,21638
2412,58.9472,5.18102,-0.0259512,0.0208271,21603.9
2413,58.9479,5.18009,-0.0288308,0.0205762,21568.4
2414,58.9485,5.17911,-0.0299331,0.0200348,21536.7
2415,58.9492,5.17812,-0.0306841,0.0194388,21507.9
2416,58.9498,5.1771,-0.0314398,0.0188462,21482.8
2417,58.9503,5.17609,-0.0311925,0.0174898,21464
2418,58.9508,5.1751,-0.0307492,0.0159801,21450
2419,58.9513,5.17413,-0.0303105,0.0144699,21440.1
2420,58.9517,5.17329,-0.02648,0.0134299,21428.6
2421,58.9521,5.1726,-0.0219662,0.0124841,21415.5
2422,58.9525,5.17204,-0.017448,0.0115378,21400.6
2423,58.9529,5.17155,-0.0152643,0.01077,21385.5
2424,58.9532,5.17112,-0.0135469,0.0100378,21370.4
2425,58.9535,5.17074,-0.0118289,0.00930582,21355.9
2426,58.9538,5.1704,-0.0106806,0.00848045,21342.6
2427,58.954,5.17009,-0.00964592,0.00763644,21330.6
2428,58.9542,5.16984,-0.00861053,0.00679234,21320.3
2429,58.9543,5.16976,-0.00312251,0.00344922,21313.6
2430,58.9543,5.16989,0.00325624,-0.000393007,21311.1
2431,58.9541,5.17023,0.00963263,-0.00423253,21311.9
2432,58.9539,5.17073,0.0150268,-0.00678274,21314.1
2433,58.9536,5.17141,0.0202257,-0.00907359,21316.7
2434,58.9532,5.17225,0.0254257,-0.0113621,21320
2435,58.9528,5.1732,0.028895,-0.0125245,21323
2436,58.9524,5.17425,0.0320018,-0.0134582,21326.4
2437,58.9519,5.17538,0.0350896,-0.0143877,21329.7
2438,58.9514,5.17649,0.034425,-0.0149259,21336.2
2439,58.9509,5.17756,0.0330186,-0.0153909,21347.1
2440,58.9504,5.17859,0.0316198,-0.0158617,21363.2
2441,58.9498,5.17972,0.0342712,-0.0189881,21387.2
2442,58.949,5.18095,0.0377342,-0.022653,21419.7
2443,58.9481,5.1823,0.041201,-0.0263281,21462.5
2444,58.9472,5.18371,0.0433125,-0.0283787,21497.3
2445,58.9462,5.18518,0.0451295,-0.0300921,21510.3
2446,58.9452,5.18668,0.0469214,-0.0317945,21456.2
2447,58.944,5.18807,0.0432343,-0.0351534,21386.3
2448,58.9428,5.18929,0.0384566,-0.0388566,21311.9
2449,58.9414,5.19037,0.0336767,-0.0425739,21255.4
2450,58.94,5.19131,0.0297005,-0.0430806,21213.4
2451,58.9386,5.19214,0.0259025,-0.0429389,21186.3
2452,58.9372,5.19286,0.0221206,-0.0427905,21171.1
2453,58.9359,5.19359,0.0224836,-0.0418675,21153.5
2454,58.9346,5.19436,0.0237025,-0.0407971,21132.8
2455,58.9333,5.19519,0.0249488,-0.0397305,21106.4
2456,58.9321,5.19615,0.0291144,-0.0363472,21061.5
2457,58.9311,5.19726,0.0338616,-0.0324977,20996.1
2458,58.9302,5.19853,0.0386048,-0.0286477,20913.1
2459,58.9292,5.19991,0.0421524,-0.0286473,20819.5
2460,58.9283,5.20139,0.0454496,-0.029408,20717.2
2461,58.9273,5.20298,0.0487336,-0.0301599,20606.8
2462,58.9264,5.20461,0.0503052,-0.0286027,20491.4
2463,58.9255,5.20629,0.0515227,-0.026576,20369.8
2464,58.9247,5.208,0.052725,-0.0245403,20242.9
2465,58.924,5.20971,0.0529804,-0.0222727,20112
2466,58.9234,5.21143,0.0530503,-0.0199587,19978.2
2467,58.9228,5.21315,0.0531233,-0.0176446,19842
2468,58.9223,5.2148,0.0513187,-0.015428,19709.3
2469,58.9219,5.21639,0.049147,-0.013234,19580.7
2470,58.9216,5.21789,0.0469876,-0.0110456,19456.3
2471,58.9213,5.21919,0.0409763,-0.00788191,19345.7
2472,58.9212,5.22027,0.0341975,-0.00452835,19250.6
2473,58.9212,5.22114,0.0274258,-0.00118239,19169.1
2474,58.9212,5.22191,0.0241001,0.000650563,19094.2
2475,58.9213,5.2226,0.021469,0.00217359,19024.6
2476,58.9214,5.2232,0.0188441,0.00368846,18960.2
2477,58.9215,5.22376,0.0173137,0.0042694,18899.5
2478,58.9217,5.22427,0.0160053,0.00466168,18841.9
2479,58.9218,5.22475,0.0147007,0.00505112,18787.5
2480,58.922,5.22519,0.0138932,0.00540854,18734.9
2481,58.9222,5.22562,0.0131863,0.00575865,18683.7
2482,58.9224,5.22602,0.0124812,0.00610738,18633.8
2483,58.9226,5.22641,0.0119711,0.00667906,18584.4
2484,58.9229,5.22678,0.0115013,0.00729469,18535.1
2485,58.9231,5.22713,0.0110329,0.0079094,18486.7
2486,58.9234,5.22745,0.00994048,0.00811914,18441.8
2487,58.9236,5.22773,0.00872513,0.00824745,18400.2
2488,58.9239,5.22796,0.00751192,0.00837542,18362.2
2489,58.9242,5.22816,0.00612874,0.00818255,18328.7
2490,58.9244,5.2283,0.00471266,0.0079254,18300.1
2491,58.9247,5.22841,0.00329784,0.00766807,18276
2492,58.9249,5.22849,0.00261343,0.0070812,18255
2493,58.9251,5.22855,0.00207468,0.00642902,18237.1
2494,58.9253,5.2286,0.00153573,0.00577732,18221.7
2495,58.9255,5.22864,0.00117249,0.00548004,18208
2496,58.9256,5.22867,0.000844395,0.00525373,18195.8
2497,58.9258,5.22868,0.000516221,0.00502759,18185
2498,58.926,5.22869,0.000350714,0.00485327,18174.7
2499,58.9261,5.2287,0.00021756,0.00468935,18165.4
2500,58.9263,5.2287,8.41729e-05,0.00452539,18156.6
2501,58.9264,5.2287,-1.22075e-05,0.00434517,18148.6
2502,58.9265,5.2287,-0.000101403,0.00416164,18141.2
2503,58.9267,5.22869,-0.000190692,0.00397799,18134.4
2504,58.9268,5.22868,-0.000216327,0.00375194,18128
2505,58.9269,5.22868,-0.00022922,0.00351763,18122.1
2506,58.927,5.22867,-0.000242,0.00328348,18116.7
2507,58.9271,5.22866,-0.000290486,0.00316289,18111.7
2508,58.9272,5.22865,-0.000345957,0.00306491,18107.2
2509,58.9273,5.22863,-0.000401266,0.00296681,18103.1
2510,58.9274,5.22862,-0.000417469,0.00276906,18099.5
2511,58.9275,5.22861,-0.000426044,0.00255147,18096.3
2512,58.9275,5.22859,-0.000434856,0.0023339,18093.5
2513,58.9276,5.22858,-0.000359535,0.00216717,18090.6
2514,58.9277,5.22857,-0.000267571,0.00201072,18087.9
2515,58.9277,5.22857,-0.000175661,0.00185426,18085
2516,58.9278,5.22857,1.32514e-05,0.00169539,18081.8
2517,58.9278,5.22858,0.000221562,0.00153608,18078.3
2518,58.9279,5.2286,0.000429973,0.00137686,18074.1
2519,58.9279,5.22865,0.00159863,0.0010964,18066.7
2520,58.9279,5.22876,0.00295783,0.000792045,18055.7
2521,58.928,5.22892,0.00431416,0.00048828,18039.2
2522,58.928,5.22929,0.0104624,-4.55822e-05,18004.1
2523,58.9279,5.22989,0.0175498,-0.000621556,17948.2
2524,58.9279,5.2307,0.0246073,-0.00119142,17872.5
2525,58.9278,5.23167,0.0292827,-0.0026022,17785.6
2526,58.9277,5.23277,0.033488,-0.00416897,17689.1
2527,58.9275,5.234,0.0376976,-0.00572028,17583.2
2528,58.9273,5.23528,0.0392999,-0.00583907,17473
2529,58.9271,5.2366,0.0403743,-0.00566747,17360.4
2530,58.9269,5.23793,0.0414434,-0.00548964,17245.4
2531,58.9268,5.23921,0.039606,-0.00396272,17133.3
2532,58.9267,5.2404,0.0371914,-0.00217435,17025.9
2533,58.9267,5.24153,0.0347804,-0.000394429,16922.3
2534,58.9268,5.2426,0.0333476,0.000607694,16820.9
2535,58.9268,5.24364,0.0321125,0.00145102,16721.6
2536,58.9269,5.24464,0.0308795,0.00229,16624.9
2537,58.927,5.24562,0.0303584,0.00259389,16529.2
2538,58.9271,5.24659,0.0299791,0.00279086,16434.2
2539,58.9272,5.24755,0.0295993,0.0029875,16339.6
2540,58.9272,5.24854,0.0303011,0.00291154,16243.7
2541,58.9273,5.24956,0.0312136,0.00278306,16145.7
2542,58.9274,5.2506,0.0321195,0.00265681,16045.3
2543,58.9275,5.25166,0.0325567,0.00323087,15942.2
2544,58.9277,5.25273,0.0329012,0.00394305,15837.2
2545,58.9278,5.25381,0.033246,0.00465337,15730.3
2546,58.9279,5.25491,0.033835,0.00431961,15622.3
2547,58.9281,5.25603,0.0344725,0.00378265,15513.4
2548,58.9282,5.25717,0.0351094,0.00325187,15404.5
2549,58.9283,5.25838,0.0368365,0.00285583,15291.4
2550,58.9283,5.25964,0.0387788,0.00249067,15173.3
2551,58.9284,5.26097,0.0407178,0.00213081,15051
2552,58.9285,5.26232,0.0416878,0.00283315,14925.3
2553,58.9286,5.2637,0.0424595,0.00374856,14795.3
2554,58.9288,5.26511,0.0432258,0.00466542,14661.6
2555,58.929,5.26653,0.0438969,0.00587539,14524.3
2556,58.9292,5.26798,0.0445524,0.00713916,14382.1
2557,58.9295,5.26944,0.0452116,0.00839752,14237
2558,58.9298,5.27084,0.0433798,0.00865089,14097.5
2559,58.93,5.27216,0.0410559,0.00869979,13964.1
2560,58.9303,5.27342,0.038739,0.0087442,13837.2
2561,58.9305,5.27466,0.0383197,0.00665548,13717.3
2562,58.9307,5.2759,0.0382727,0.0041495,13603.3
2563,58.9307,5.27715,0.0382189,0.00165269,13494.4
2564,58.9307,5.27848,0.0406451,-0.000358865,13385.4
2565,58.9306,5.2799,0.0435587,-0.00226911,13273.2
2566,58.9304,5.28142,0.0464623,-0.00417351,13159.3
2567,58.9302,5.28298,0.0479487,-0.00702149,13051.3
2568,58.9299,5.28458,0.0491556,-0.0100516,12947.8
2569,58.9294,5.28622,0.0503661,-0.0130745,12850.7
2570,58.9289,5.28792,0.052216,-0.0158459,12758.2
2571,58.9283,5.28968,0.054191,-0.0185593,12668.8
2572,58.9276,5.29152,0.0561628,-0.0212626,12585.7
2573,58.9268,5.29346,0.0593771,-0.023284,12501.5
2574,58.926,5.29551,0.0628342,-0.0251554,12420.5
2575,58.9251,5.29767,0.0662836,-0.0270089,12338
2576,58.9243,5.2999,0.068449,-0.0253076,12252.2
2577,58.9236,5.30219,0.0703539,-0.0228901,12158.1
2578,58.9229,5.30454,0.0722533,-0.0204644,12060.5
2579,58.9223,5.30701,0.0754923,-0.0187472,11955.5
2580,58.9218,5.30958,0.0789783,-0.0171634,11844.8
2581,58.9213,5.31225,0.0824414,-0.0155709,11730.6
2582,58.9208,5.31489,0.0814478,-0.0145854,11620.3
2583,58.9203,5.31746,0.0795646,-0.0137366,11519.6
2584,58.9199,5.31997,0.0776819,-0.0129045,11425.4
2585,58.9195,5.32242,0.0757764,-0.0133954,11341.5
2586,58.919,5.32481,0.0738781,-0.0141649,11270.8
2587,58.9185,5.32713,0.0719927,-0.0149512,11207.9
2588,58.9181,5.32933,0.0683031,-0.0124255,11151.4
2589,58.9179,5.3314,0.0642677,-0.00925327,11091.3
2590,58.9177,5.33334,0.0602491,-0.00610005,11034.4
2591,58.9175,5.33513,0.0559586,-0.00407023,10976.3
2592,58.9175,5.33679,0.0516291,-0.00227359,10923.5
2593,58.9175,5.33832,0.0473178,-0.000488194,10871.3
2594,58.9174,5.33976,0.0448647,-0.000373445,10820
2595,58.9174,5.34114,0.0427926,-0.000598772,10761.9
2596,58.9174,5.34245,0.0407315,-0.00083132,10706.3
2597,58.9174,5.34366,0.0377055,0.000735532,10651
2598,58.9175,5.34476,0.0344929,0.00265709,10556.6
2599,58.9177,5.34577,0.0312886,0.00457192,10465.5
2600,58.9179,5.34666,0.0280657,0.00551288,10383.6
2601,58.9181,5.34746,0.0248473,0.00625253,10311.2
2602,58.9183,5.34815,0.0216388,0.00698467,10241.9
2603,58.9185,5.34877,0.0194878,0.00705382,10167.9
2604,58.9187,5.34933,0.0175524,0.00698825,10100.4
2605,58.919,5.34983,0.0156223,0.00691967,10037
2606,58.9192,5.35029,0.0142134,0.00663631,9980
2607,58.9194,5.3507,0.0129111,0.00630857,9928.91
2608,58.9196,5.35107,0.0116116,0.0059792,9883.43
2609,58.9198,5.35141,0.0105335,0.0057993,9842.45
2610,58.9199,5.35172,0.00950125,0.005649,9805.8
2611,58.9201,5.35199,0.00847056,0.00549853,9773.15
2612,58.9203,5.35223,0.00757391,0.00533486,9742.58
2613,58.9205,5.35244,0.00670474,0.00516826,9714.38
2614,58.9206,5.35263,0.00583644,0.00500108,9689.14
2615,58.9208,5.35279,0.00520475,0.00493171,9666.17
2616,58.9209,5.35294,0.00462097,0.00488165,9645.13
2617,58.9211,5.35307,0.00403804,0.0048313,9626.12
2618,58.9213,5.35319,0.00362024,0.00492942,9608.35
2619,58.9214,5.35329,0.00323589,0.0050569,9591.71
2620,58.9216,5.35338,0.0028521,0.00518423,9576.23
2621,58.9218,5.35346,0.00252436,0.00519567,9561.86
2622,58.9219,5.35353,0.00220795,0.00518394,9548.57
2623,58.9221,5.35359,0.00189169,0.00517212,9536.39
2624,58.9223,5.35364,0.00163335,0.00503041,9525.21
2625,58.9224,5.35369,0.00138646,0.00486301,9515
2626,58.9226,5.35372,0.00113949,0.00469573,9505.87
2627,58.9227,5.35375,0.000961357,0.00463499,9497.36
2628,58.9229,5.35378,0.00079698,0.0045954,9489.53
2629,58.923,5.3538,0.000632771,0.0045555,9481.42
2630,58.9232,5.35382,0.000477203,0.00442046,9473.44
2631,58.9233,5.35382,0.00032365,0.00426631,9466.39
2632,58.9234,5.35383,0.000170444,0.00411215,9460.02
2633,58.9235,5.35383,-2.39164e-05,0.00396646,9454.49
2634,58.9237,5.35382,-0.000226469,0.00382266,9449.77
2635,58.9238,5.3538,-0.000429109,0.00367913,9446.08
2636,58.9239,5.35378,-0.000811152,0.00382788,9443.41
2637,58.924,5.35374,-0.00122916,0.00403502,9441.68
2638,58.9242,5.35368,-0.00164731,0.00424199,9440.96
2639,58.9243,5.35363,-0.00170454,0.00404927,9440.49
2640,58.9244,5.35357,-0.00168935,0.00377674,9440.37
2641,58.9245,5.35352,-0.00167385,0.00350415,9440.45
2642,58.9246,5.35347,-0.00155724,0.00321161,9440.64
2643,58.9247,5.35342,-0.00142041,0.00291506,9440.71
2644,58.9248,5.35338,-0.00128351,0.0026186,9440.79
2645,58.9249,5.35334,-0.00114889,0.00245494,9440.6
2646,58.925,5.35331,-0.00101483,0.00231794,9440.13
2647,58.9251,5.35328,-0.000880943,0.00218117,9439.44
2648,58.9251,5.35326,-0.000853516,0.00203125,9439.04
2649,58.9252,5.35323,-0.000847587,0.00187892,9438.78
2650,58.9252,5.3532,-0.000841896,0.00172683,9438.78
2651,58.9253,5.35316,-0.00110565,0.00158809,9439.7
2652,58.9253,5.35312,-0.00142416,0.00145205,9441.95
2653,58.9254,5.35305,-0.00174406,0.00131594,9445.74
2654,58.9254,5.35294,-0.00339922,0.00149042,9454.29
2655,58.9255,5.35276,-0.00532159,0.00172626,9468.05
2656,58.9255,5.35252,-0.00724387,0.00196121,9486.43
2657,58.9256,5.35228,-0.00738122,0.00202415,9504.75
2658,58.9257,5.35205,-0.00716128,0.00205152,9520.73
2659,58.9257,5.35183,-0.00694081,0.00207773,9526.42
2660,58.9258,5.35163,-0.00614763,0.0021502,9530.36
2661,58.9259,5.35147,-0.00523903,0.00223146,9532.75
2662,58.926,5.35133,-0.00432973,0.00231226,9533.79
2663,58.926,5.35119,-0.00422187,0.00152413,9536.11
2664,58.926,5.35105,-0.00427531,0.000561802,9540.46
2665,58.926,5.35091,-0.00432978,-0.000401398,9546.88
2666,58.926,5.35076,-0.00454349,-0.001066,9555.18
2667,58.9259,5.35061,-0.00478876,-0.00167045,9565.48
2668,58.9258,5.35044,-0.00503364,-0.0022745,9577.41
2669,58.9258,5.35026,-0.00554038,-0.00162323,9588.7
2670,58.9258,5.35006,-0.00610028,-0.000720039,9598.58
2671,58.9258,5.34984,-0.00666114,0.000183869,9607.08
2672,58.9258,5.34958,-0.00794379,0.000588294,9616.21
2673,58.9258,5.34927,-0.00936914,0.000893631,9626.34
2674,58.9259,5.34891,-0.0107922,0.00120022,9636.86
2675,58.9259,5.3485,-0.0125961,0.00198361,9646.78
2676,58.926,5.34802,-0.0144853,0.00286373,9655.2
2677,58.9261,5.34749,-0.0163856,0.00374579,9658.42
2678,58.9263,5.34695,-0.0165085,0.00416971,9659.41
2679,58.9264,5.34643,-0.01628,0.00450103,9658.86
2680,58.9266,5.34591,-0.0160574,0.00483146,9656.73
2681,58.9268,5.34544,-0.014735,0.00528183,9651.78
