ParticleID,Start Latitude,Start Longitude,End Latitude,End Longitude,Total Distance,Net Displacement,Straightness Index,Average Velocity,Max Velocity,Velocity Std Dev,Min Distance to Shore,Avg Distance to Shore,Shore Distance Std Dev,Final Distance to Shore,Total Time Steps,Direction Change Std Dev,Beached,Beaching Time Step,Beaching Distance,VelocityU at Beaching,VelocityV at Beaching,Time in Coastal Zone (steps)
0,52.2008,4.30033,58.0696,6.54215,22.15738798691205,6.28240163889575,0.2835352994949877,0.07827998907736071,0.30203465233313875,0.051077154909506046,4972.07,182551.77103652968,97636.91238502749,4974.4,8759,86.72905875805051,False,,,,,33
1,51.2559,2.59457,56.6571,5.37373,20.068546078325912,6.0742647082260115,0.3026758732056945,0.07072529289754792,0.31744909657455317,0.0504903886267892,15165.4,218139.7651712329,82787.84369325811,204997.0,8759,96.1613523162947,False,,,,,0
2,51.335,2.95569,57.0057,5.55569,20.97418317354748,6.23833619565345,0.29742927979770883,0.07391423702606693,0.33108631136457456,0.052110234860655476,9100.9,233386.74444292235,85140.57716379168,162191.0,8759,95.2901871402193,False,,,,,0
3,51.4506,3.21597,57.144,5.75237,21.535446393721184,6.23282668778781,0.28942175489824234,0.07588824945381864,0.32755956432595584,0.05309794458933214,10481.5,236245.4664497717,90018.56693367592,139980.0,8759,94.81671454541673,False,,,,,0
4,51.608,3.3925,57.2622,5.98077,22.291732146417832,6.218449905957274,0.27895768104124413,0.07855295304928044,0.3344422720798912,0.05413218332191621,9139.25,233542.2199280822,80064.11718395201,114163.0,8759,93.14504395085805,False,,,,,0
5,51.7544,3.54368,57.3366,6.15831,22.79125797208307,6.16419069115322,0.27046294235727203,0.08031322420680129,0.33337903297341603,0.05483473114847457,14089.3,229546.86660958905,74520.45067861724,96656.3,8759,91.4543753443397,False,,,,,0
6,51.8743,3.7201,57.3963,6.31567,23.1222223571996,6.1015954983020615,0.2638844745994841,0.08148359763552458,0.3285754486577018,0.055208536826375824,15436.0,222953.0797716895,74222.00946726286,82735.5,8759,90.5073213201769,False,,,,,0
7,51.999,3.88805,57.4925,6.47666,23.364598504741224,6.0728448014172045,0.2599165057420046,0.08234344943687562,0.3119107288472136,0.055064448744221076,8699.89,213889.72304566207,77404.53548394662,66416.7,8759,89.24497679599045,False,,,,,0
8,52.0817,4.08952,57.6609,6.62677,23.33467669967011,6.129038277127986,0.2626579470550211,0.08224185897457448,0.3037380879063408,0.053913375046688514,9683.89,200347.369369863,83862.08366506519,45332.9,8759,88.14496346226811,False,,,,,0
9,52.3192,4.3583,59.1152,5.38354,19.49611566052093,6.87289844662352,0.35252655279127937,0.07391194823683836,0.30747159662154167,0.05145085209803205,4865.66,170901.01541438355,106097.53490808398,4870.29,8759,85.54929368046578,False,,,,,1215
10,52.4736,4.40882,59.2726,5.09008,19.646100109194983,6.833045893860219,0.3478067329333287,0.07511404301088605,0.3002181759754063,0.05096298838360812,4972.72,161766.67965525115,106203.80494696717,4975.09,8759,85.72166176808295,False,,,,,1293
11,52.5756,4.51779,59.36,4.91121,19.533690185291597,6.795797426086211,0.3479013622937096,0.07574431195431808,0.2882550171167884,0.05112720888352297,4979.67,153407.25481392693,104069.1321986285,4982.55,8759,86.11580874593233,False,,,,,1453
12,52.6934,4.51793,59.8039,5.03071,19.06628061360987,7.128965814085521,0.37390437907416146,0.0688732502627329,0.2740568417682726,0.05238678754885381,4972.02,141255.9646541096,96293.49062947617,4977.35,8759,84.15306023628004,False,,,,,1398
13,52.8569,4.5853,53.5149,6.07523,7.184218218751993,1.6287588541278886,0.22671344390354956,0.0456745255330536,0.3041651843428008,0.037274496249516106,4953.85,4982.660851598173,290.96499220903365,4956.16,8759,112.96196325238142,False,,,,,8730
14,53.0245,4.56854,60.4612,4.82152,18.504777431081713,7.441001664453511,0.4021124648575976,0.07133294189703882,0.27924942661534685,0.052302258493619184,4964.02,119837.162913242,88659.62909800447,4966.33,8759,83.6242944133331,False,,,,,1568
15,53.1617,4.66219,60.4612,4.82152,18.340961789028412,7.301238682504492,0.39808374099945526,0.07048910604168064,0.28333974959048724,0.05237774910984251,4964.02,111791.13288356164,85267.40832333261,4966.33,8759,83.05273625004274,False,,,,,1841
16,53.2675,4.73766,60.7528,4.65924,18.33104325699238,7.485710773627314,0.40836250663321566,0.0718668030899877,0.2911491067357068,0.05255460672899111,4967.77,104418.55249657534,80700.41239231669,4972.33,8759,82.35552591916394,False,,,,,1932
17,53.3734,4.84688,60.753,4.6595,18.12309015874607,7.381978557568428,0.40732449559690237,0.07151111271996473,0.2969356974514853,0.0525888173550279,4933.7,94676.64526141553,76688.25825871043,4940.07,8759,81.51846456125824,False,,,,,2007
18,53.4386,5.04824,60.7529,4.65946,17.680976200946745,7.32462520395412,0.41426588219500665,0.07051746032108334,0.30114535436728884,0.0521013660862125,4938.65,82950.60891324202,73431.96646092557,4945.79,8759,80.26535739842939,False,,,,,2074
